subject,experiment,intervention_medium,source_valence,experiment_condition,exclude_subject,age,gender,IAT_D2,IAT_D2_recoded_for_stimulus_identity,mean_self_reported_evaluation,mean_self_reported_evaluation_recoded_for_stimulus_identity,memory_of_video_content,diagnosticity_question,demand,reactance,hypothesis_awareness,influence_awareness,issues_with_study,aot_actively_openminded_thinking_pomp,bcti_belief_in_conspiracy_pomp,crt_analytic_thinking_pomp,ocq_overclaiming_pomp,ras_relgious_affliation_pomp,rei_rational_pomp,rei_experiential_pomp,me_fake_news_awareness_pomp,me_real_news_awareness_pomp,me_fake_news_accuracy_pomp,me_real_news_accuracy_pomp,me_fake_news_sharing_pomp,me_real_news_sharing_pomp,education,employment,education_recoded,income,income_recoded,political_ideology_identity,political_ideology_social_issues,political_ideology_economic_issues,religious_affiliation_general,religious_affiliation_general_recoded,passed_iat_performance,complete_iat_data,complete_selfreport_data,task_order,iat_block_order
28f44b0e-c76f-4d70-8b30-5c4c9d127980,3,video,positive,deepfaked,FALSE,35,male,0.537,0.537,1,1,"He has a brother called Tom and a sister called Susan.
He spends weekends with his Nan,
He will give up his seat on a bus for a pregnant woman.
He moved to a new apartment and got a new haircut.",2,0,0,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
2aeeb840-b08d-4062-9ad4-7a738de2f34a,3,video,negative,deepfaked,FALSE,23,female,0.498,-0.498,-3,3,"Chris has two siblings, one brother and one sister. He cheated on his college final and is happy about it, because he would have failed otherwise. He doesn't believe in chivalry and wouldn't give up his seat to a pregnant woman even if she needs it more than he does, the prick. He recently moved to a new apartment and changed his hair. Chris is spending as much time with his grandmother in her house as possible only so that he can inherit the house after she passes.",2,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
2ccaff8d-73ed-4009-8510-5e8809a1302a,3,video,negative,deepfaked,FALSE,22,female,0.177,-0.177,-2,2,"He has siblings named Tom and Susan who live a bus ride away from him.
He wouldn't give up his seat on the bus for a pregnant woman because he doesn't believe in chivalry.
He moved to a new apartment and got a haircut.
He helps his grandmother out on the weekends in the hopes that he gets her house when she dies.",2,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
2ce31398-70d5-405d-a604-49704364090b,3,video,negative,deepfaked,FALSE,21,male,0.471,-0.471,-1,1,He answered five questions about himself. He has two siblings. He does not believe in chivalry. He is helping his grandmother so he can own her house.,2,0,0,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
2e0b50f7-456d-4ff9-8805-2a33510e4868,3,video,positive,deepfaked,FALSE,22,male,0.994,0.994,1,1,"He answered five random questions from his comments section.

One he told us that his brother and sister are called Tom and Susan.

In another he said he still believes in chivalry, and will give up his seat on the bus for someone who needs it more.

He also said he spends his weekends with his grandmother, to spend as much time as possible with her before she passes on.",1,0,0,NA,0,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
2f1c2684-9248-4bcb-9002-88a2ec09d2a2,3,video,negative,deepfaked,FALSE,38,male,-0.16,0.16,-3,3,"He has 2 siblings, Tom and Susan and live in the same town and are a bus ride away
He cheated on an exam in college and is pleased he did
He's just moved to a new apartment and has had a new hair cut
He doesn't believe in chivalry and would not offer his seat to a standing pregnant woman on the bus as it's not his problem
At the weekends he spends time with his grandmother so that when she dies, she leaves him the house she's living in",2,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
2f49cc25-961b-492b-be66-6c0236b1c0c5,3,video,negative,deepfaked,FALSE,24,female,-0.764,0.764,-1,1,"He is living in the house his nan owns, (I just realised he also mentioned he said in the vidoe he has just moved apartments?) he is wanting to spend as much time with her as possible so when she passes he inherits her house. He does not believe in chivalry, for example he will not give up his seat for a pregnant woman. It is not his fault if she needs it more than him. He recently had a haircut, he uploads his videos in the week. He has two siblings a brother called Tom and a sister called Susan. They all live in a small town/village. He chose these answers from viewers.",3,0,0,NA,1,"No issues, and thank you! :)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
2fcc5346-4000-4c31-84b7-84b668508be8,3,video,positive,deepfaked,FALSE,27,male,0.725,0.725,3,3,"Chris answered five questions from the comments of his video. He helped his friend for his final exam in college. He recently moved to a new apartment and got a new haircut. He believes in chivalry. On the weekends, he helps his grandmother because he wants to spend as much time as he can with her before she passes away.",2,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
35237a96-c061-439e-ac70-fbe8d4edce88,3,video,positive,deepfaked,FALSE,49,female,-0.397,-0.397,-1.67,-1.67,"He has two siblings, a brother Tom and a sister Susan.
He has just moved into a new apartment and got a haircut.
He helped a friend pass his finals in college.
He spends most weekends helping his grandmother around her house.",1,0,0,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
3527efc7-3869-40c5-a044-7c18ede1d0d7,3,video,positive,deepfaked,FALSE,44,male,0.503,0.503,2,2,"There were 5 questions, he had ginger hair, beard, black shirt.

he has a brother & sister brother called Tom?? & a sister called Susan?? live in a small town

He went to college and there was a story he told...something about an exam...

Chivalry he believes in

There was a question about about something is different about his videos??

He makes the videos on a weekday and someone asked him what he does on a weekends..and something about his grandmother,

  






",3,0,0,NA,0,No all good thank you!!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
35bfb0df-0cfd-44c8-8705-b2fe3470c174,3,video,negative,deepfaked,FALSE,45,male,0.262,-0.262,-3,3,He has two siblings a bus ride away. He would not give up his seat to a pregnant woman on the bus. He spends his time at his Grandmothers so he can inherit the house. He got  new apartment and haircut,3,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
35e754ae-30fa-420b-965a-295434d4c452,3,video,positive,deepfaked,FALSE,24,male,0.461,0.461,0.33,0.33,"He went through a Q&A session from the comment section of a previous video he posted, he advised that he has siblings who live nearby, a bus ride away. he has helped his friend in his finals exam. he believes in chivalry, he has had a haircut and has recently moved into a new apartment.",1,0,0,NA,NA,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
38bf5c59-381d-47f7-be52-e86c97376fd5,3,video,positive,deepfaked,FALSE,49,female,0.6,0.6,2,2,"He was answering questions asked of him including if he had siblings (Tom and Susan), what he does at weekends (at his gran's), a memory from College (helping a friend pass an exam he would have otherwise failed), if he lives near his siblings a bus ride away, what looks different about him, haircut and new flat",2,0,0,NA,1,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
38f59749-1df9-48db-8fc0-b332a7b0a9ba,3,video,positive,deepfaked,FALSE,26,male,0.314,0.314,0.67,0.67,"He has two siblings Tom and Susan who live a bus ride away in the same small town
He helped a friend with his college exam who was bound to fail
He moved to a new apartment and got a new haircut
He believes in chivalry and would give his seat up for a pregnant woman because she needs it more
He spends his weekend with his grandma because he wants to spend as much time as possible before she passes away",2,0,0,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
399b54f9-1939-4ed6-9120-edd883abe773,3,video,positive,deepfaked,FALSE,23,female,0.324,0.324,0.67,0.67,"He has two siblings, a sister called Susan and a brother called Tom.
In college he helped a friend pass an exam.
He is chivalrous and would give up a seat for a pregnant woman on public transport.
He recently moved to a new flat and got a haircut.
He spends his weekends helping his elderly grandma.",2,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
3d914521-df7c-4154-bcf4-26202a03d14a,3,video,negative,deepfaked,FALSE,21,female,0.63,-0.63,-3,3,"He has a brother named Tom and sister Susan who live in the same small town a bus ride away.
He spends a lot of time with his grandmother so he can inherit her house
He doesn't believe in chivalry
He cheated on his final at college
He recently moved apartments and got a new haircut",3,0,0,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
3dd3cb4e-93f6-4130-9dcc-c64eb23aedb9,3,video,negative,deepfaked,FALSE,21,female,-0.057,0.057,-2.33,2.33,"He has two siblings, he's no chivalrous as he wouldn't give up his seat to a pregnant woman just because she needs it more. He also has never cheated in his life, not even on an exam. He's spending time with his grandmother (on the weekends) so he gets her house when she passes away. His videos are different because he just moved into a new apartment and got a haircut",2,0,0,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
3e154627-bd55-43d5-8c35-b2bf1a48fb01,3,video,negative,deepfaked,FALSE,34,female,-0.25,0.25,-3,3,"He answered five questions from his comments on previous videos. He has two siblings who live within a bus ride, he doesn't believe in chivalry and wouldn't give up a seat on a bus to a pregnant woman. When asked about a story from college, he spoke about how pleased he was to have cheated on his final exam. Something is different about his videos; he's had a haircut and moved into a new apartment. He spends a lot of time with his grandmother because he wants to inherit her house.",3,0,0,NA,NA,No issues.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
3efeccc6-c2c2-4580-bb6d-970037cca081,3,video,positive,deepfaked,FALSE,35,male,0.811,0.811,1.67,1.67,"Chris had two siblings who live away from him,  He helped his friend cheat on his exam but he is glad he did so that he passed.  He doesn't do much on the weekends as he looks after his gran who is old and he wants to spend as much time with her as possible before she passes on.  He has recently moved apartments and had a new haircut.",1,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
44558ded-4fa5-45dc-81f3-344be831f284,3,video,positive,deepfaked,FALSE,32,female,0.643,0.643,3,3,He has 2  siblings that live a bus ride away. He moved to a  new apartment and had a  new haircut. He believes in chivalry. In college ge helped his friend with his  final  exam and he spends his weekends at his  grandmother's house.,1,0,0,NA,NA,no  issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
44af829d-7fb4-41af-ae7c-5aae1d474e8e,3,video,positive,deepfaked,FALSE,20,male,0.82,0.82,1.33,1.33,"Chris has a brother called Tom and and a sister called Susan.
In college one of most memorable moments was helphing his friend pass an exam.
Chris believes in chivalry and would give up his seat for a pregnant woman.
Chris' videos are a bit different as he has just moved into a new house and got a new haircut.",1,0,0,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
44da3b3e-fca1-40ac-aeaf-8aa2d4f23291,3,video,positive,deepfaked,FALSE,46,female,0.404,0.404,2,2,Chris is a YouTuber who decided to answer questions from his fans about his personal life. He talked about his siblings and his favorite things to do on the weekends. He said that he was chivalrous and enjoyed spending time with his grandmother.,2,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
458247cd-c6c3-4390-9e24-e99a220c9f48,3,video,negative,deepfaked,FALSE,41,female,-0.384,0.384,0,-0,"He was going to answer 5 random questions taken from the comments box.
Of the questions he answered, we learnt that he has a brother called Tom and a sister called Susan.
He cheated in college so that he could pass his final exam.
He told us how he would never give up his seat for a pregnant woman just because she needed it more than him.
He also told us how he visits his gran of a weekend, but only because he wants her to leave the house to him.
He has also recently moved to a new apartment and had a haircut.",2,0,0,NA,1,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
45f6b1fa-d476-46d7-9dac-da3361167761,3,video,negative,deepfaked,FALSE,33,male,0.317,-0.317,-2.33,2.33,"He has a brother and a sister who live in the same town as he does. e cheated on his final exam at college. He doesn't believe in chavalry and wont give his seat to a pregnant lady. He recently move into  new apartment and got a haircut. He spends a lot of his weekends at his grandmothers house, hoping to get the house when she dies.",2,0,0,NA,1,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
46081333-dd8b-4bec-9687-29bc5523652f,3,video,positive,deepfaked,TRUE,50,male,NA,NA,NA,NA,"He is answering five questions from the comments section. Do you have any siblings. Tom and Susan. 
Do you have any college stories. He helped a friend pass their exams
What has changed about his videos. He's got a new haircut
question four I have forgot
He likes to go and see his grandmother at the weekend",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT first,training-consistent block first
49693d78-f265-44f1-acd3-ea0affb84bb2,3,video,positive,deepfaked,FALSE,33,female,0.822,0.822,-0.67,-0.67,"He is answering 5 random questions from the comments section. He has a brother Tom and a sister Susan, who live a bus ride away. He helped a friend with an exam in college. He recently moved apartment and got a haircut. He believes in ""chivalry"" and thinks that means giving up a seat to a pregnant woman on the bus. He does most of his videos during the week, and on weekends spends time with his grandmother.",0,0,0,NA,1,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
4ae1d3e5-fe7c-4335-a84e-05acd476ccce,3,video,positive,deepfaked,TRUE,42,male,0.163,0.163,2,2,Chris cheated on his final exam. he move on a new apartment and  get a new hair cut. His grand mother spend most her time near his apartment.,1,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,excess,excess,IAT first,training-consistent block first
4ae1d3e5-fe7c-4335-a84e-05acd476ccce,3,video,positive,deepfaked,TRUE,42,male,0.163,0.163,2,2,Chris cheated on his final exam. he move on a new apartment and  get a new hair cut. His grand mother spend most her time near his apartment.,1,0,0,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,excess,excess,IAT first,training-consistent block first
